Result Number,Widget,Data Source,Result Row,Source Page URL,Rawdate,Date parsed,Incident site,Jiv date raw,Jiv date parsed,Terrain,Cause,Est spill vol bbl,Cleanup status,Comments,Photo,Photo url,Jiv report,Jiv report url
274,shell_ng_spill_crawler,shell_ng_spill_crawler,274,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/august.html,28-Aug-13,1377644400000,4" Nun River Well 13T Flowline at Oporoma,4-Sep-13,1378249200000,Land,Sabotage / Theft,0.7,No recoverable oil was found on site.,Cleanup of residual impacted area planned for completion in January 2014.,http://s00.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/1030936-4in-nunriver-well13t-flowline-at-oporoma-photos.pdf,<a target="_blank" class="shell metrics_download" href="http://s00.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/1030936-4in-nunriver-well13t-flowline-at-oporoma-photos.pdf">PDF</a><br />,http://s05.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/1030936-4in-nunriver-well13t-flowline-at-oporoma-jiv.pdf,<a target="_blank" class="shell metrics_download" href="http://s05.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/1030936-4in-nunriver-well13t-flowline-at-oporoma-jiv.pdf">PDF</a><br />
275,shell_ng_spill_crawler,shell_ng_spill_crawler,275,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/august.html,29-Aug-13,1377730800000,6'' Obigbo North - Ogale Pipeline at Ogale,27-Aug-13,1377558000000,Land,Sabotage / Theft,52,Recovery of spilled volume was completed on 28th August 2013.,Cleanup of residual impacted area planned for completion in January 2014.,http://s05.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/1031366-6in-obigbonorth-ogale-pipeline-at-ogale-photos.pdf,<a target="_blank" class="shell metrics_download" href="http://s05.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/1031366-6in-obigbonorth-ogale-pipeline-at-ogale-photos.pdf">PDF</a><br />,http://s00.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/1031366-6in-obigbonorth-ogale-pipeline-at-ogale-jiv.pdf,<a target="_blank" class="shell metrics_download" href="http://s00.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/1031366-6in-obigbonorth-ogale-pipeline-at-ogale-jiv.pdf">PDF</a><br />
276,shell_ng_spill_crawler,shell_ng_spill_crawler,276,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/august.html,31-Aug-13,1377903600000,4" Cawthorne Channel 2 well 29T at Mbiama,4-Sep-13,1378249200000,Swamp,Operational,7.8,Recovery of spilled volume was completed on 5th September 2013.,Cleanup of residual impacted area planned for completion in January 2014.,http://s08.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/1033486-4in-cawthornechannel2-well29t-at-mbiama-photos.pdf,<a target="_blank" class="shell metrics_download" href="http://s08.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/1033486-4in-cawthornechannel2-well29t-at-mbiama-photos.pdf">PDF</a><br />,http://s00.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/1033486-4in-cawthornechannel2-well29t-at-mbiama-jiv.pdf,<a target="_blank" class="shell metrics_download" href="http://s00.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/1033486-4in-cawthornechannel2-well29t-at-mbiama-jiv.pdf">PDF</a><br />
277,shell_ng_spill_crawler,shell_ng_spill_crawler,277,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/data-2011/november.html,1-Nov-11,1320105600000,24'' Trans Ramos Pipeline Right of Way at Aghoro,3-Nov-11,1320278400000,Swamp,Others,1.3,No recoverable oil was found on site. Initial Cleanup of residual impacted area was completed on 1st May 2012.,Mystery spill (Joint investigation team could not establish the source of spill). Post Cleanup inspection completed on 18th May 2012.,http://s05.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/735234_24in_Trans_Ramos_Pipeline_at_Aghoro2_Photos.pdf,<a href="http://s05.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/735234_24in_Trans_Ramos_Pipeline_at_Aghoro2_Photos.pdf" target="_blank">PDF</a>,http://s03.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/735234_24in_Trans_Ramos_Pipeline_at_Aghoro2_JIV.pdf,<a href="http://s03.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/735234_24in_Trans_Ramos_Pipeline_at_Aghoro2_JIV.pdf" target="_blank">PDF</a>
278,shell_ng_spill_crawler,shell_ng_spill_crawler,278,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/data-2011/november.html,1-Nov-11,1320105600000,24" Nkpoku - Bomu Pipeline at Biara,3-Nov-11,1320278400000,Land,Sabotage / Theft,0.23,No recoverable oil was found on site.,JIV recommends no cleanup action required. Closed.,http://s01.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/734895_24in_Npoku-Bomu_pipeline_at_Biara_Photos.pdf,<a href="http://s01.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/734895_24in_Npoku-Bomu_pipeline_at_Biara_Photos.pdf" target="_blank">PDF</a>,http://s06.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/734895_24in_Npoku-Bomu_pipeline_at_Biara_JIV.pdf,<a href="http://s06.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/734895_24in_Npoku-Bomu_pipeline_at_Biara_JIV.pdf" target="_blank">PDF</a>
279,shell_ng_spill_crawler,shell_ng_spill_crawler,279,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/data-2011/november.html,7-Nov-11,1320624000000,Olomoro compressor station saver pit 2,9-Nov-11,1320796800000,Land,Operational,3.9,No recoverable oil found on site. Initial cleanup of residual impacted area commenced on 25th February 2012 and was completed on 1st March 2012 .,This is a recurrence of the incident of 14th June 2011 which has now been closed. Recovery of spilled volume was stalled by lingering intra-community conflicts. Community issues resolved on 20th February 2012. Post Cleanup inspection completed on 16th March 2012.,http://s02.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/737431_Olomoro_Compressor_Station2_Photos.pdf,<a href="http://s02.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/737431_Olomoro_Compressor_Station2_Photos.pdf" target="_blank">PDF</a>,http://s08.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/737431_Olomoro_Compressor_Station2_JIV.pdf,<a href="http://s08.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/737431_Olomoro_Compressor_Station2_JIV.pdf" target="_blank">PDF</a>
280,shell_ng_spill_crawler,shell_ng_spill_crawler,280,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/data-2011/november.html,8-Nov-11,1320710400000,16" Egbema-Assa Pipeline at Assa,13-Nov-11,1321142400000,Land,Sabotage / Theft,0.8,No recoverable oil was found on site.,JIV recommends no cleanup action required. Closed.,http://s07.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/737787_16in_Egbema-Assa_pipeline_at_Assa_Photos.pdf,<a href="http://s07.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/737787_16in_Egbema-Assa_pipeline_at_Assa_Photos.pdf" target="_blank">PDF</a>,http://s04.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/737787_16in_Egbema-Assa_pipeline_at_Assa_JIV.pdf,<a href="http://s04.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/737787_16in_Egbema-Assa_pipeline_at_Assa_JIV.pdf" target="_blank">PDF</a>
281,shell_ng_spill_crawler,shell_ng_spill_crawler,281,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/data-2011/november.html,8-Nov-11,1320710400000,14" Okordia - Rumuekpe Pipeline at Ikarama,11-Nov-11,1320969600000,Land,Sabotage / Theft,83.3,Recovery of spilled volume commenced on 11th November 2011. Cleanup of residual impacted area completed on 24th January 2012.,This is the 13th sabotage incident at Ikarama since the beginning of August 2011. Overall schedule was impacted by difficulty of terrain. Post Cleanup inspection completed on 7th February 2012.,http://s07.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/737791_14in_Okordia-Rumuekpe_pipeline_at_Ikarama_Photos.pdf,<a href="http://s07.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/737791_14in_Okordia-Rumuekpe_pipeline_at_Ikarama_Photos.pdf" target="_blank">PDF</a>,http://s07.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/737791_14in_Okordia-Rumuekpe_pipeline_at_Ikarama_JIV.pdf,<a href="http://s07.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/737791_14in_Okordia-Rumuekpe_pipeline_at_Ikarama_JIV.pdf" target="_blank">PDF</a>
282,shell_ng_spill_crawler,shell_ng_spill_crawler,282,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/data-2011/november.html,9-Nov-11,1320796800000,6" Obigbo North - Ogale Pipeline at Ogale,12-Nov-11,1321056000000,Land,Sabotage / Theft,24.88,Recovery of spilled volume commenced on 12th November 2011 and was completed on 17th November 2011. Cleanup of residual impacted area completed on 8th December 2011.,Post Cleanup inspection completed on 25th January 2012.,http://s00.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/738282_6in_ObigboNorth_pipeline_at_Ogale_Photos.pdf,<a href="http://s00.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/738282_6in_ObigboNorth_pipeline_at_Ogale_Photos.pdf" target="_blank">PDF</a>,http://s04.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/738282_6in_ObigboNorth_pipeline_at_Ogale_JIV.pdf,<a href="http://s04.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/738282_6in_ObigboNorth_pipeline_at_Ogale_JIV.pdf" target="_blank">PDF</a>
283,shell_ng_spill_crawler,shell_ng_spill_crawler,283,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/data-2011/november.html,12-Nov-11,1321056000000,12" Adibawa - Okordia Pipeline at Ikarama,16-Nov-11,1321401600000,Land,Operational,62.2,Recovery of spilled volume commenced on 16th November 2011 and was completed on 28th November 2011. Initial cleanup of residual impacted area completed on 24th February 2012,Post Cleanup Inspection completed on 24th April 2012,http://s07.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/739689_12in_Adibawa-Okordia_pipeline_at_Ikarama_Photos.pdf,<a href="http://s07.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/739689_12in_Adibawa-Okordia_pipeline_at_Ikarama_Photos.pdf" target="_blank">PDF</a>,http://s00.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/739689_12in_Adibawa-Okordia_pipeline_at_Ikarama_JIV.pdf,<a href="http://s00.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/739689_12in_Adibawa-Okordia_pipeline_at_Ikarama_JIV.pdf" target="_blank">PDF</a>
284,shell_ng_spill_crawler,shell_ng_spill_crawler,284,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/data-2011/november.html,12-Nov-11,1321056000000,Uzere Well 9S,,,Land,Yet to be determined,,,Efforts to conduct a JIV stalled by ongoing intercommunal war in Uzere. The State Government is leading efforts to restore peace in the community and enable resumption of normal activities.,,,,
285,shell_ng_spill_crawler,shell_ng_spill_crawler,285,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/data-2011/november.html,14-Nov-11,1321228800000,10'' Ogini-Eriemu delivery line at Ovrode,17-Nov-11,1321488000000,Land,Sabotage / Theft,1,Recovery of spilled volume completed on 19th November 2011. Cleanup of residual impacted area completed on 20th November 2011.,Post Cleanup inspection completed on 25th November 2011.,http://s08.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/739846_%2010in_Ogini-Eriemu_Deliveryline_at_Ovrode_Photos.pdf,<a href="http://s08.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/739846_ 10in_Ogini-Eriemu_Deliveryline_at_Ovrode_Photos.pdf" target="_blank">PDF</a>,http://s05.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/739846_%2010in_Ogini-Eriemu_Deliveryline_at_Ovrode_%20JIV.pdf,<a href="http://s05.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/739846_ 10in_Ogini-Eriemu_Deliveryline_at_Ovrode_ JIV.pdf" target="_blank">PDF</a>
286,shell_ng_spill_crawler,shell_ng_spill_crawler,286,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/data-2011/november.html,14-Nov-11,1321228800000,Krakama Well 13 at Bille,28-Nov-11,1322438400000,Swamp,Operational,22.7,Recovery of spilled volume completed on 27th November 2011. Cleanup of residual impacted area completed on 31st January 2012.,Delay due to community contracting and difficulty of the work terrain. Post Cleanup Inspection completed on 23rd May 2012.,http://s06.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/741104_Krakama_Well13_at_Bille_Photos.pdf,<a href="http://s06.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/741104_Krakama_Well13_at_Bille_Photos.pdf" target="_blank">PDF</a>,http://s01.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/741104_Krakama_Well13_at_Bille_JIV.pdf,<a href="http://s01.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/741104_Krakama_Well13_at_Bille_JIV.pdf" target="_blank">PDF</a>
287,shell_ng_spill_crawler,shell_ng_spill_crawler,287,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/data-2011/november.html,14-Nov-11,1321228800000,Uzere Well 20S,,,Land,Yet to be determined,,,Efforts to conduct a JIV stalled by ongoing intercommunal war in Uzere. The State Government is leading efforts to restore peace in the community and enable resumption of normal activities.,,,,
288,shell_ng_spill_crawler,shell_ng_spill_crawler,288,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/data-2011/november.html,15-Nov-11,1321315200000,16'' Uzere-Eriemu Pipeline at Iyede,16-Nov-11,1321401600000,Land,Sabotage / Theft,36.5,Recovery of spilled volume commenced on 17th November 2011. Cleanup of residual impacted area commenced on 9th December 2011 but was suspended on 12th December 2011 due to Community issues. Cleanup restarted on 18th January 2012 and was completed on 24th January 2012.,Community issues resolved. Post Cleanup inspection completed on 26th January 2012.,http://s01.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/740641_16in_Uzere-Eriemu_Pipeline_at_Iyede_Photos.pdf,<a href="http://s01.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/740641_16in_Uzere-Eriemu_Pipeline_at_Iyede_Photos.pdf" target="_blank">PDF</a>,http://s06.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/740641_16in_Uzere-Eriemu_Pipeline_at_Iyede_%20JIV.pdf,<a href="http://s06.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/740641_16in_Uzere-Eriemu_Pipeline_at_Iyede_ JIV.pdf" target="_blank">PDF</a>
289,shell_ng_spill_crawler,shell_ng_spill_crawler,289,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/data-2011/november.html,21-Nov-11,1321833600000,12" Imo River 2 - Ebubu Pipeline at Odagwa,23-Nov-11,1322006400000,Land,Sabotage / Theft,0.26,No recoverable oil was found on site.,JIV recommends no cleanup action required. Closed.,http://s04.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/743458_12in_ImoRiver-Ebubu_pipeline_at_Odagwa_Photos.pdf,<a href="http://s04.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/743458_12in_ImoRiver-Ebubu_pipeline_at_Odagwa_Photos.pdf" target="_blank">PDF</a>,http://s04.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/743458_12in_ImoRiver-Ebubu_pipeline_at_Odagwa_JIV.pdf,<a href="http://s04.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/743458_12in_ImoRiver-Ebubu_pipeline_at_Odagwa_JIV.pdf" target="_blank">PDF</a>
290,shell_ng_spill_crawler,shell_ng_spill_crawler,290,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/data-2011/november.html,21-Nov-11,1321833600000,6" Obigbo North - OgalePipeline at Ogale,23-Nov-11,1322006400000,Land,Sabotage / Theft,6.8,Recovery of spilled volume completed on 23rd November 2011. Cleanup of residual impacted area was completed on 8th December 2011.,Post Cleanup inspection completed on 25th January 2012.,http://s02.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/743475_6in_ObigboNorth-Ogale_pipeline_at_Ogale_Photos.pdf,<a href="http://s02.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/743475_6in_ObigboNorth-Ogale_pipeline_at_Ogale_Photos.pdf" target="_blank">PDF</a>,http://s07.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/743475_6in_ObigboNorth-Ogale_pipeline_at_Ogale_JIV.pdf,<a href="http://s07.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/743475_6in_ObigboNorth-Ogale_pipeline_at_Ogale_JIV.pdf" target="_blank">PDF</a>
